Year of Survey [Core],Age [Demographic Core],Sex,Race,region,Highest Grade Completed [Demographic],Employment Status,
2012,48.0,0,2,7,16.0,5,
2012,52.0,0,3,7,4.0,7,
2012,31.0,1,2,7,13.0,7,
2012,21.0,1,4,7,12.0,6,
2012,50.0,0,2,7,15.0,7,
2012,38.0,0,5,7,16.0,7,
2012,33.0,1,3,7,12.0,7,
2012,26.0,1,5,7,14.0,7,
2012,33.0,0,4,5,14.0,1,
2012,44.0,0,2,5,17.0,7,
2012,25.0,1,5,5,16.0,7,
2012,27.0,1,5,5,16.0,8,
2012,28.0,0,5,5,16.0,7,
2012,22.0,1,5,5,16.0,7,
2012,48.0,0,5,5,17.0,1,
2012,89.0,1,5,5,8.0,3,
2012,49.0,0,5,5,17.0,7,
2012,64.0,1,4,5,17.0,3,
2012,41.0,1,5,5,15.0,7,
2012,57.0,1,5,5,9.0,2,
2012,46.0,0,5,5,16.0,8,
2012,58.0,0,5,5,16.0,8,
2012,78.0,0,5,5,16.0,3,
2012,45.0,0,5,5,19.0,1,
2012,38.0,0,5,5,14.0,7,
2012,69.0,0,5,5,20.0,3,
2012,61.0,1,5,5,16.0,8,
2012,37.0,1,5,5,16.0,5,
2012,47.0,1,5,5,12.0,7,
2012,26.0,1,1,5,18.0,7,
2012,41.0,0,5,5,13.0,7,
2012,55.0,0,5,5,18.0,6,
2012,81.0,0,5,5,10.0,3,
2012,32.0,1,5,5,17.0,7,
2012,27.0,1,5,5,14.0,7,
2012,32.0,0,5,5,13.0,1,
2012,39.0,0,5,5,18.0,8,
2012,35.0,1,5,5,16.0,7,
2012,64.0,1,5,5,17.0,6,
2012,85.0,0,5,5,15.0,1,
2012,52.0,1,5,5,12.0,6,
2012,46.0,0,4,5,12.0,2,
2012,34.0,0,3,5,5.0,7,
2012,55.0,0,5,5,10.0,2,
2012,72.0,1,5,5,12.0,3,
2012,34.0,0,5,5,16.0,1,
2012,35.0,1,5,5,10.0,7,
2012,61.0,0,5,5,12.0,7,
2012,56.0,1,5,5,12.0,2,
2012,60.0,0,5,5,15.0,2,
2012,65.0,0,5,5,16.0,3,
2012,85.0,1,5,5,9.0,3,
2012,42.0,1,5,5,12.0,7,
2012,27.0,0,5,5,14.0,7,
2012,85.0,0,5,5,12.0,3,
2012,63.0,0,5,6,14.0,7,
2012,61.0,0,5,6,15.0,8,
2012,27.0,0,1,6,20.0,8,
2012,48.0,1,5,6,16.0,7,
2012,25.0,1,1,6,16.0,7,
2012,34.0,1,1,6,13.0,5,
2012,37.0,0,1,6,16.0,8,
2012,64.0,0,5,6,14.0,3,
2012,82.0,1,5,6,18.0,7,
2012,43.0,0,5,6,16.0,9,
2012,54.0,0,5,6,14.0,3,
2012,25.0,0,3,6,18.0,7,
2012,78.0,0,5,6,17.0,3,
2012,19.0,0,4,6,12.0,6,
2012,64.0,1,5,6,11.0,3,
2012,23.0,1,2,6,13.0,7,
2012,31.0,0,5,6,16.0,7,
2012,41.0,1,5,6,15.0,7,
2012,29.0,0,3,6,12.0,7,
2012,51.0,0,3,6,19.0,7,
2012,55.0,1,4,6,18.0,7,
2012,36.0,0,2,6,15.0,8,
2012,87.0,0,5,6,13.0,3,
2012,28.0,1,5,6,17.0,7,
2012,35.0,1,5,6,17.0,7,
2012,37.0,1,1,6,18.0,7,
2012,84.0,1,3,6,12.0,3,
2012,21.0,1,3,6,13.0,4,
2012,49.0,1,3,6,17.0,7,
2012,42.0,0,1,6,12.0,1,
2012,32.0,0,5,6,16.0,7,
2012,69.0,0,2,6,20.0,3,
2012,20.0,1,3,6,10.0,8,
2012,51.0,0,5,6,19.0,7,
2012,60.0,1,5,6,20.0,8,
2012,59.0,0,5,6,16.0,8,
2012,89.0,0,5,6,16.0,1,
2012,62.0,0,5,6,20.0,3,
2012,54.0,0,5,6,13.0,8,
2012,19.0,0,4,9,12.0,8,
2012,38.0,0,2,9,10.0,7,
2012,31.0,1,4,9,14.0,7,
2012,51.0,0,5,9,18.0,6,
2012,23.0,1,5,9,11.0,8,
2012,48.0,0,5,9,16.0,7,
2012,45.0,0,2,9,16.0,7,
2012,20.0,1,5,9,12.0,6,
2012,70.0,0,5,9,15.0,3,
2012,58.0,0,5,9,16.0,7,
2012,63.0,1,5,9,16.0,7,
2012,44.0,0,5,9,12.0,1,
2012,87.0,0,5,9,14.0,3,
2012,50.0,0,5,9,16.0,7,
2012,32.0,1,5,9,14.0,7,
2012,43.0,1,5,9,20.0,7,
2012,51.0,0,3,9,16.0,7,
2012,58.0,1,5,9,20.0,7,
2012,75.0,0,5,9,11.0,3,
2012,71.0,0,5,9,16.0,1,
2012,72.0,0,5,9,14.0,3,
2012,34.0,1,2,9,15.0,7,
2012,71.0,1,2,9,11.0,7,
2012,41.0,1,3,9,17.0,7,
2012,34.0,1,5,9,13.0,7,
2012,50.0,1,2,9,13.0,7,
2012,23.0,0,5,9,12.0,7,
2012,53.0,1,4,9,12.0,3,
2012,64.0,1,2,9,13.0,3,
2012,41.0,1,5,7,20.0,7,
2012,46.0,1,2,7,14.0,7,
2012,54.0,1,5,7,16.0,7,
2012,67.0,1,5,7,19.0,7,
2012,53.0,0,4,7,16.0,7,
2012,59.0,0,5,7,12.0,3,
2012,51.0,1,3,7,14.0,7,
2012,39.0,1,1,3,14.0,7,
2012,30.0,0,5,3,16.0,7,
2012,36.0,1,5,3,18.0,7,
2012,38.0,0,1,3,18.0,1,
2012,46.0,1,5,3,16.0,7,
2012,41.0,1,5,3,18.0,7,
2012,29.0,1,1,3,18.0,7,
2012,58.0,1,5,3,12.0,7,
2012,48.0,0,1,3,17.0,7,
2012,31.0,1,5,3,20.0,2,
2012,54.0,0,4,3,14.0,7,
2012,37.0,0,2,3,9.0,8,
2012,58.0,1,2,3,12.0,6,
2012,44.0,0,5,3,14.0,8,
2012,27.0,0,5,3,16.0,7,
2012,19.0,1,5,3,11.0,8,
2012,55.0,1,5,3,13.0,7,
2012,52.0,0,5,3,12.0,7,
2012,63.0,1,5,3,13.0,3,
2012,39.0,0,3,3,14.0,7,
2012,68.0,0,2,3,10.0,1,
2012,82.0,1,5,3,4.0,3,
2012,59.0,0,2,9,12.0,1,
2012,64.0,0,5,9,15.0,8,
2012,47.0,0,2,9,18.0,7,
2012,45.0,1,2,9,12.0,7,
2012,37.0,1,5,9,12.0,7,
2012,20.0,1,3,9,11.0,6,
2012,31.0,1,2,9,20.0,7,
2012,22.0,0,5,9,13.0,1,
2012,61.0,0,5,9,16.0,3,
2012,56.0,0,5,9,15.0,7,
2012,34.0,1,5,9,8.0,7,
2012,53.0,1,3,9,12.0,7,
2012,22.0,1,3,9,12.0,7,
2012,39.0,0,3,9,12.0,7,
2012,25.0,1,3,9,6.0,7,
2012,75.0,1,5,9,17.0,3,
2012,44.0,1,5,9,18.0,7,
2012,26.0,1,5,9,14.0,7,
2012,40.0,0,3,9,13.0,7,
2012,33.0,0,3,9,10.0,7,
2012,49.0,1,3,9,12.0,5,
2012,49.0,0,3,9,12.0,6,
2012,48.0,1,5,9,20.0,7,
2012,40.0,1,5,9,17.0,7,
2012,80.0,1,2,7,14.0,3,
2012,38.0,1,2,7,0.0,7,
2012,74.0,1,5,7,12.0,3,
2012,75.0,1,5,7,16.0,3,
2012,40.0,0,5,7,14.0,7,
2012,50.0,0,5,7,16.0,1,
2012,48.0,0,5,7,8.0,7,
2012,32.0,1,3,7,9.0,8,
2012,41.0,1,3,7,8.0,8,
2012,26.0,0,3,7,9.0,1,
2012,57.0,0,2,7,12.0,7,
2012,30.0,0,2,7,12.0,4,
2012,41.0,0,2,7,12.0,1,
2012,50.0,1,2,7,9.0,8,
2012,30.0,1,3,7,15.0,8,
2012,47.0,0,2,7,12.0,7,
2012,65.0,0,2,7,7.0,1,
2012,43.0,1,3,7,5.0,8,
2012,20.0,1,4,7,14.0,4,
2012,47.0,0,2,7,18.0,7,
2012,31.0,1,1,7,16.0,7,
2012,35.0,1,2,7,12.0,7,
2012,58.0,1,5,7,12.0,7,
2012,66.0,0,5,7,14.0,3,
2012,37.0,0,5,7,12.0,1,
2012,40.0,0,5,7,15.0,7,
2012,56.0,1,5,7,13.0,7,
2012,49.0,0,5,7,12.0,8,
2012,30.0,0,5,7,14.0,8,
2012,45.0,0,5,7,18.0,6,
2012,77.0,1,4,7,13.0,3,
2012,30.0,0,2,7,11.0,1,
2012,43.0,1,3,7,10.0,7,
2012,31.0,0,2,7,13.0,7,
2012,58.0,0,4,7,16.0,7,
2012,62.0,1,2,7,12.0,8,
2012,73.0,1,4,7,10.0,3,
2012,60.0,0,2,7,12.0,7,
2012,32.0,1,3,7,11.0,7,
2012,24.0,0,5,7,10.0,7,
2012,71.0,1,5,7,14.0,3,
2012,31.0,1,2,7,15.0,7,
2012,42.0,0,5,7,14.0,7,
2012,80.0,0,2,7,10.0,1,
2012,76.0,0,2,7,12.0,3,
2012,40.0,0,2,7,11.0,1,
2012,29.0,1,4,7,10.0,8,
2012,53.0,1,5,7,12.0,7,
2012,48.0,0,3,7,12.0,8,
2012,86.0,0,3,7,6.0,3,
2012,50.0,0,3,7,6.0,8,
2012,40.0,1,2,7,14.0,7,
2012,30.0,1,3,7,12.0,7,
2012,68.0,1,4,7,6.0,7,
2012,37.0,0,2,7,17.0,7,
2012,41.0,0,3,7,11.0,6,
2012,64.0,0,3,7,15.0,7,
2012,72.0,1,3,7,13.0,3,
2012,43.0,0,3,7,16.0,5,
2012,84.0,1,5,7,17.0,3,
2012,34.0,1,5,7,16.0,7,
2012,60.0,1,2,7,10.0,3,
2012,59.0,1,5,7,12.0,6,
2012,59.0,1,4,7,12.0,1,
2012,63.0,0,5,7,13.0,3,
2012,66.0,0,5,7,7.0,3,
2012,49.0,1,4,7,12.0,7,
2012,66.0,1,5,1,17.0,3,
2012,42.0,1,1,1,19.0,7,
2012,52.0,1,5,1,20.0,7,
2012,42.0,1,1,1,20.0,7,
2012,45.0,1,2,1,17.0,7,
2012,37.0,0,5,1,18.0,7,
2012,49.0,1,2,1,12.0,7,
2012,31.0,1,2,1,11.0,2,
2012,81.0,1,2,1,13.0,3,
2012,30.0,1,2,1,20.0,7,
2012,29.0,1,2,1,13.0,7,
2012,58.0,1,5,1,14.0,7,
2012,49.0,1,5,1,16.0,7,
2012,42.0,0,2,1,14.0,1,
2012,56.0,1,3,1,16.0,7,
2012,40.0,0,5,1,18.0,7,
2012,35.0,0,5,1,18.0,7,
2012,36.0,0,3,1,18.0,5,
2012,56.0,0,5,1,16.0,7,
2012,37.0,1,5,1,20.0,7,
2012,35.0,0,5,1,13.0,1,
2012,24.0,1,1,1,15.0,8,
2012,70.0,1,5,1,12.0,7,
2012,28.0,1,5,1,11.0,7,
2012,51.0,0,5,1,12.0,7,
2012,30.0,0,5,1,14.0,7,
2012,80.0,0,5,1,12.0,3,
2012,46.0,0,5,1,16.0,8,
2012,78.0,0,5,1,18.0,3,
2012,50.0,0,5,1,20.0,7,
2012,63.0,1,3,1,14.0,3,
2012,66.0,1,1,6,14.0,7,
2012,35.0,0,5,6,16.0,7,
2012,72.0,1,3,6,12.0,3,
2012,88.0,1,4,6,14.0,3,
2012,47.0,0,5,6,12.0,8,
2012,19.0,1,4,6,9.0,1,
2012,32.0,0,4,6,14.0,8,
2012,33.0,0,5,6,12.0,8,
2012,48.0,0,5,6,14.0,7,
2012,67.0,0,5,6,14.0,3,
2012,46.0,1,2,6,12.0,6,
2012,50.0,1,5,6,18.0,6,
2012,28.0,1,5,6,16.0,8,
2012,49.0,1,5,6,15.0,7,
2012,20.0,0,5,6,12.0,8,
2012,51.0,1,5,6,14.0,7,
2012,75.0,0,5,6,10.0,3,
2012,65.0,0,5,6,13.0,3,
2012,58.0,0,5,6,12.0,1,
2012,32.0,0,5,6,14.0,7,
2012,53.0,0,5,6,14.0,6,
2012,51.0,1,5,6,13.0,7,
2012,48.0,0,5,6,12.0,7,
2012,42.0,1,3,4,12.0,7,
2012,39.0,0,5,4,15.0,6,
2012,27.0,0,5,4,11.0,1,
2012,42.0,1,5,4,15.0,7,
2012,48.0,1,5,4,12.0,7,
2012,69.0,0,5,4,15.0,3,
2012,18.0,1,3,4,12.0,7,
2012,37.0,1,5,4,12.0,5,
2012,33.0,0,3,4,16.0,1,
2012,39.0,0,4,4,16.0,7,
2012,44.0,0,3,4,8.0,7,
2012,53.0,1,3,4,6.0,8,
2012,25.0,1,4,4,12.0,6,
2012,24.0,1,3,4,12.0,7,
2012,59.0,0,2,4,13.0,4,
2012,54.0,1,5,4,20.0,7,
2012,26.0,0,5,4,12.0,8,
2012,86.0,0,5,4,12.0,2,
2012,63.0,0,5,4,12.0,7,
2012,27.0,0,2,8,13.0,8,
2012,52.0,1,2,8,13.0,7,
2012,50.0,0,2,8,12.0,8,
2012,36.0,0,2,8,12.0,6,
2012,38.0,1,6,8,12.0,6,
2012,51.0,1,5,8,17.0,7,
2012,41.0,0,5,8,14.0,5,
2012,36.0,1,2,8,16.0,4,
2012,54.0,0,5,8,16.0,7,
2012,61.0,0,5,8,14.0,7,
2012,21.0,1,5,1,12.0,7,
2012,76.0,1,5,1,9.0,3,
2012,23.0,0,5,1,16.0,4,
2012,63.0,0,5,1,12.0,3,
2012,45.0,0,5,6,18.0,7,
2012,26.0,0,3,6,9.0,8,
2012,36.0,1,3,6,9.0,7,
2012,64.0,1,2,6,14.0,7,
2012,46.0,1,3,6,6.0,7,
2012,43.0,0,1,6,15.0,7,
2012,57.0,0,1,6,16.0,3,
2012,34.0,1,3,6,12.0,7,
2012,30.0,1,3,6,12.0,6,
2012,28.0,1,5,6,16.0,7,
2012,23.0,1,3,6,14.0,4,
2012,29.0,1,3,4,12.0,7,
2012,57.0,1,5,4,15.0,7,
2012,67.0,0,4,4,13.0,3,
2012,27.0,0,4,4,13.0,1,
2012,43.0,0,3,4,17.0,7,
2012,42.0,1,3,4,14.0,7,
2012,30.0,0,5,4,16.0,8,
2012,55.0,1,5,4,14.0,7,
2012,53.0,0,5,4,14.0,6,
2012,18.0,1,4,4,11.0,4,
2012,40.0,1,5,4,20.0,6,
2012,25.0,1,5,4,14.0,4,
2012,54.0,0,5,4,20.0,7,
2012,52.0,1,5,4,16.0,7,
2012,25.0,0,5,1,12.0,4,
2012,28.0,1,5,1,13.0,7,
2012,74.0,1,5,1,12.0,3,
2012,89.0,1,5,1,16.0,3,
2012,77.0,1,5,1,11.0,3,
2012,24.0,0,5,1,13.0,7,
2012,72.0,0,5,1,12.0,7,
2012,84.0,1,5,1,14.0,3,
2012,57.0,1,5,1,13.0,2,
2012,49.0,0,5,1,15.0,8,
2012,51.0,0,2,1,12.0,6,
2012,53.0,0,5,1,11.0,3,
2012,65.0,1,2,1,14.0,3,
2012,55.0,0,5,1,13.0,7,
2012,57.0,1,5,1,16.0,8,
2012,38.0,1,5,1,15.0,7,
2012,49.0,0,5,1,12.0,5,
2012,54.0,1,5,1,13.0,7,
2012,21.0,1,5,1,12.0,7,
2012,20.0,1,5,1,13.0,7,
2012,66.0,1,2,8,8.0,3,
2012,43.0,0,2,8,12.0,1,
2012,55.0,0,2,8,14.0,1,
2012,28.0,0,5,8,20.0,7,
2012,45.0,0,5,8,16.0,1,
2012,81.0,1,5,8,8.0,3,
2012,45.0,0,5,8,13.0,7,
2012,62.0,1,5,8,12.0,7,
2012,62.0,1,5,8,12.0,7,
2012,29.0,0,5,8,16.0,8,
2012,31.0,1,1,8,18.0,7,
2012,32.0,1,5,8,14.0,6,
2012,41.0,1,5,8,14.0,7,
2012,30.0,0,5,8,16.0,8,
2012,64.0,0,5,8,16.0,3,
2012,50.0,1,5,8,13.0,7,
2012,22.0,1,5,8,13.0,7,
2012,22.0,0,5,8,11.0,7,
2012,54.0,0,5,8,16.0,7,
2012,76.0,0,2,7,12.0,3,
2012,66.0,1,5,7,14.0,8,
2012,64.0,1,5,7,16.0,3,
2012,56.0,0,5,7,16.0,7,
2012,19.0,0,5,7,11.0,4,
2012,45.0,0,5,7,14.0,6,
2012,47.0,0,5,7,17.0,8,
2012,20.0,1,4,7,14.0,4,
2012,44.0,1,4,7,13.0,7,
2012,24.0,1,1,7,15.0,7,
2012,49.0,0,2,7,16.0,7,
2012,48.0,1,3,7,12.0,7,
2012,47.0,0,5,7,12.0,6,
2012,75.0,0,5,7,15.0,8,
2012,76.0,0,5,7,13.0,3,
2012,37.0,1,5,7,12.0,7,
2012,43.0,0,2,7,12.0,7,
2012,41.0,1,3,7,13.0,8,
2012,24.0,1,3,7,14.0,8,
2012,43.0,0,3,7,8.0,7,
2012,66.0,0,3,7,14.0,5,
2012,47.0,0,3,7,13.0,7,
2012,50.0,1,3,7,15.0,7,
2012,57.0,1,1,7,14.0,7,
2012,56.0,1,2,7,13.0,7,
2012,22.0,0,5,7,12.0,6,
2012,61.0,1,5,7,16.0,7,
2012,87.0,1,5,7,15.0,3,
2012,32.0,1,5,7,16.0,7,
2012,42.0,1,5,7,16.0,7,
2012,89.0,0,5,7,12.0,3,
2012,55.0,0,5,6,13.0,7,
2012,62.0,1,5,6,15.0,3,
2012,51.0,1,5,6,16.0,7,
2012,27.0,0,5,6,14.0,1,
2012,36.0,1,5,6,11.0,7,
2012,34.0,0,5,6,14.0,5,
2012,36.0,0,1,6,16.0,1,
2012,29.0,1,5,6,14.0,7,
2012,42.0,0,5,6,12.0,1,
2012,51.0,1,1,6,14.0,7,
2012,25.0,1,3,6,13.0,7,
2012,81.0,0,5,6,16.0,3,
2012,22.0,0,3,6,12.0,8,
2012,45.0,0,5,6,13.0,7,
2012,61.0,1,5,6,13.0,3,
2012,79.0,1,5,3,15.0,3,
2012,63.0,1,5,3,12.0,3,
2012,60.0,1,1,3,20.0,7,
2012,54.0,0,5,3,12.0,4,
2012,21.0,1,1,3,14.0,6,
2012,67.0,1,2,3,11.0,3,
2012,61.0,1,2,3,12.0,7,
2012,51.0,1,2,3,12.0,7,
2012,72.0,0,2,3,9.0,3,
2012,63.0,1,5,3,9.0,8,
2012,78.0,1,5,3,18.0,3,
2012,45.0,0,5,3,16.0,7,
2012,48.0,1,5,3,12.0,7,
2012,79.0,1,5,3,16.0,3,
2012,30.0,1,5,3,12.0,7,
2012,32.0,0,5,3,12.0,1,
2012,30.0,0,5,3,11.0,1,
2012,44.0,1,5,3,16.0,7,
2012,42.0,0,5,3,14.0,7,
2012,64.0,0,4,3,14.0,3,
2012,42.0,1,5,3,16.0,6,
2012,42.0,0,5,7,16.0,1,
2012,46.0,1,5,7,16.0,7,
2012,26.0,1,5,7,13.0,7,
2012,63.0,0,5,7,12.0,3,
2012,45.0,0,2,7,16.0,7,
2012,33.0,0,2,7,15.0,7,
2012,27.0,0,5,7,15.0,1,
2012,50.0,1,2,7,16.0,7,
2012,68.0,1,5,7,16.0,8,
2012,55.0,0,3,7,12.0,6,
2012,58.0,0,2,7,9.0,5,
2012,42.0,1,3,7,13.0,7,
2012,63.0,1,5,7,13.0,3,
2012,27.0,0,5,7,16.0,7,
2012,71.0,0,2,7,12.0,3,
2012,38.0,1,5,7,12.0,7,
2012,77.0,0,5,7,12.0,3,
2012,48.0,0,5,7,12.0,7,
2012,74.0,0,5,7,16.0,3,
2012,56.0,0,4,7,10.0,7,
2012,23.0,0,4,2,15.0,7,
2012,51.0,1,5,2,10.0,5,
2012,47.0,0,5,2,12.0,7,
2012,49.0,0,5,2,12.0,6,
2012,36.0,1,5,2,17.0,7,
2012,38.0,1,5,2,12.0,7,
2012,22.0,1,5,2,12.0,7,
2012,46.0,1,5,2,14.0,6,
2012,63.0,1,5,1,10.0,2,
2012,19.0,1,5,1,11.0,8,
2012,52.0,1,5,1,12.0,7,
2012,35.0,1,5,1,11.0,6,
2012,64.0,0,5,1,12.0,3,
2012,49.0,0,5,1,12.0,1,
2012,45.0,1,5,1,11.0,7,
2012,55.0,0,2,1,18.0,7,
2012,62.0,1,2,1,11.0,1,
2012,31.0,1,5,9,16.0,7,
2012,54.0,1,5,9,12.0,7,
2012,21.0,0,5,9,13.0,8,
2012,23.0,1,3,9,12.0,7,
2012,34.0,0,3,9,16.0,8,
2012,45.0,1,3,9,14.0,5,
2012,28.0,1,5,9,13.0,8,
2012,34.0,1,3,9,14.0,7,
2012,74.0,0,5,9,12.0,3,
2012,25.0,1,3,9,13.0,8,
2012,39.0,0,3,9,6.0,1,
2012,38.0,1,3,9,10.0,7,
2012,80.0,1,2,9,3.0,3,
2012,34.0,0,3,9,12.0,6,
2012,71.0,1,5,9,12.0,7,
2012,33.0,1,2,9,10.0,7,
2012,37.0,1,3,9,16.0,7,
2012,41.0,1,3,9,12.0,7,
2012,32.0,1,5,1,14.0,7,
2012,35.0,1,5,1,13.0,7,
2012,61.0,1,5,1,12.0,7,
2012,57.0,1,5,1,16.0,7,
2012,71.0,1,4,1,15.0,3,
2012,39.0,0,5,1,18.0,8,
2012,30.0,0,2,1,13.0,7,
2012,42.0,0,5,1,16.0,7,
2012,48.0,0,5,1,14.0,7,
2012,32.0,1,5,1,19.0,7,
2012,42.0,0,2,1,18.0,7,
2012,37.0,1,5,1,13.0,1,
2012,29.0,0,5,1,11.0,1,
2012,74.0,0,2,1,12.0,1,
2012,47.0,1,5,1,12.0,7,
2012,41.0,1,5,1,16.0,7,
2012,71.0,1,5,1,15.0,3,
2012,31.0,0,5,1,12.0,7,
2012,33.0,0,5,1,14.0,7,
2012,32.0,1,5,1,20.0,8,
2012,48.0,1,5,1,13.0,7,
2012,50.0,0,5,1,18.0,5,
2012,40.0,1,5,1,11.0,7,
2012,27.0,0,5,1,13.0,1,
2012,40.0,1,2,1,9.0,1,
2012,49.0,0,4,1,16.0,7,
2012,30.0,1,4,1,12.0,7,
2012,22.0,0,5,1,16.0,8,
2012,21.0,0,5,1,14.0,4,
2012,21.0,0,5,1,14.0,8,
2012,23.0,1,5,1,16.0,4,
2012,67.0,1,5,1,12.0,3,
2012,34.0,0,4,1,13.0,1,
2012,18.0,1,5,1,12.0,7,
2012,76.0,0,5,1,12.0,3,
2012,28.0,1,5,4,12.0,7,
2012,84.0,0,5,4,13.0,3,
2012,31.0,1,5,4,9.0,5,
2012,25.0,1,2,4,13.0,7,
2012,38.0,1,5,4,12.0,8,
2012,37.0,0,5,4,12.0,8,
2012,66.0,1,5,4,15.0,3,
2012,72.0,1,5,4,12.0,8,
2012,24.0,0,5,4,14.0,7,
2012,42.0,1,3,4,9.0,7,
2012,48.0,0,5,4,11.0,7,
2012,39.0,1,6,4,12.0,7,
2012,59.0,0,2,4,12.0,8,
2012,63.0,1,3,4,14.0,3,
2012,61.0,1,5,4,13.0,7,
2012,48.0,0,5,4,12.0,1,
2012,39.0,0,5,4,12.0,7,
2012,32.0,1,5,4,16.0,7,
2012,32.0,0,5,4,12.0,7,
2012,27.0,1,2,1,14.0,8,
2012,53.0,1,5,1,12.0,7,
2012,88.0,0,5,1,12.0,3,
2012,86.0,0,5,1,16.0,8,
2012,44.0,1,2,1,16.0,7,
2012,37.0,1,5,1,14.0,7,
2012,31.0,0,5,1,12.0,6,
2012,57.0,1,5,1,12.0,6,
2012,63.0,0,5,1,12.0,7,
2012,47.0,0,5,1,20.0,1,
2012,41.0,0,6,1,18.0,7,
2012,31.0,0,5,1,12.0,7,
2012,65.0,1,5,1,12.0,3,
2012,79.0,0,5,1,16.0,3,
2012,65.0,0,5,1,14.0,3,
2012,38.0,1,5,1,18.0,7,
2012,65.0,0,5,1,14.0,8,
2012,19.0,0,5,1,12.0,8,
2012,58.0,1,5,1,16.0,7,
2012,31.0,0,5,1,16.0,7,
2012,36.0,0,3,4,12.0,8,
2012,29.0,0,5,4,16.0,1,
2012,37.0,0,3,4,17.0,7,
2012,42.0,0,5,4,17.0,7,
2012,26.0,0,5,4,15.0,4,
2012,24.0,1,4,4,12.0,7,
2012,75.0,1,5,4,12.0,3,
2012,40.0,1,5,4,20.0,7,
2012,30.0,1,4,4,11.0,7,
2012,65.0,1,5,4,16.0,7,
2012,56.0,0,5,4,18.0,8,
2012,40.0,1,5,4,16.0,7,
2012,64.0,1,5,4,16.0,3,
2012,29.0,1,5,2,14.0,7,
2012,49.0,0,5,2,12.0,7,
2012,32.0,1,5,2,12.0,7,
2012,55.0,0,5,2,13.0,7,
2012,55.0,1,5,2,14.0,7,
2012,83.0,1,5,2,12.0,3,
2012,35.0,1,5,2,18.0,7,
2012,42.0,1,5,2,11.0,7,
2012,39.0,0,5,2,14.0,1,
2012,23.0,0,5,2,15.0,4,
2012,58.0,0,2,2,12.0,7,
2012,50.0,0,5,2,12.0,7,
2012,45.0,0,5,2,17.0,7,
2012,77.0,0,5,2,9.0,3,
2012,34.0,0,5,2,20.0,7,
2012,32.0,0,5,2,14.0,1,
2012,61.0,0,5,2,12.0,7,
2012,69.0,0,5,2,18.0,3,
2012,56.0,1,5,5,14.0,7,
2012,43.0,1,5,5,12.0,7,
2012,20.0,1,2,5,12.0,4,
2012,30.0,1,3,5,8.0,8,
2012,57.0,1,5,5,13.0,7,
2012,24.0,1,1,5,16.0,4,
2012,57.0,0,3,5,16.0,7,
2012,22.0,0,5,5,15.0,8,
2012,23.0,1,5,5,13.0,8,
2012,50.0,1,5,5,12.0,5,
2012,71.0,0,5,5,12.0,8,
2012,25.0,1,5,5,16.0,7,
2012,43.0,0,5,5,13.0,7,
2012,84.0,0,5,5,12.0,3,
2012,29.0,1,5,5,16.0,7,
2012,21.0,0,5,5,13.0,7,
2012,34.0,0,5,5,18.0,7,
2012,83.0,0,5,5,10.0,3,
2012,77.0,0,5,5,7.0,3,
2012,28.0,0,5,5,16.0,7,
2012,78.0,0,5,5,13.0,1,
2012,61.0,1,5,3,14.0,3,
2012,62.0,1,5,3,17.0,7,
2012,40.0,0,4,3,8.0,7,
2012,27.0,1,5,3,12.0,7,
2012,59.0,1,5,3,16.0,7,
2012,22.0,1,5,3,16.0,7,
2012,60.0,1,5,3,20.0,1,
2012,61.0,0,5,3,16.0,1,
2012,31.0,0,2,3,16.0,5,
2012,38.0,0,5,3,18.0,7,
2012,26.0,0,5,3,16.0,7,
2012,78.0,0,5,3,11.0,1,
2012,39.0,0,5,3,20.0,7,
2012,40.0,1,3,3,17.0,7,
2012,52.0,1,5,3,13.0,7,
2012,70.0,1,5,3,20.0,3,
2012,41.0,0,5,3,16.0,7,
2012,58.0,1,5,3,16.0,3,
2012,29.0,1,5,3,9.0,5,
2012,34.0,1,5,3,15.0,4,
2012,84.0,1,5,3,10.0,3,
2012,54.0,0,5,3,10.0,5,
2012,33.0,1,4,3,14.0,8,
2012,26.0,0,3,3,14.0,7,
2012,59.0,0,2,3,13.0,1,
2012,46.0,1,5,3,12.0,7,
2012,88.0,1,5,3,8.0,3,
2012,46.0,0,5,3,10.0,1,
2012,23.0,1,5,3,15.0,4,
2012,24.0,1,5,3,16.0,8,
2012,63.0,0,5,3,12.0,3,
2012,67.0,0,5,3,17.0,7,
2012,28.0,0,5,3,19.0,7,
2012,30.0,0,5,3,16.0,8,
2012,19.0,1,5,3,11.0,8,
2012,42.0,0,5,3,12.0,7,
2012,57.0,1,5,3,14.0,7,
2012,64.0,1,5,3,18.0,3,
2012,63.0,1,5,3,14.0,8,
2012,22.0,0,5,3,14.0,8,
2012,28.0,1,5,3,12.0,7,
2012,28.0,1,3,3,8.0,7,
2012,51.0,1,2,3,13.0,6,
2012,37.0,0,4,3,16.0,7,
2012,37.0,0,3,3,14.0,7,
2012,28.0,0,2,3,11.0,5,
2012,60.0,0,5,3,12.0,1,
2012,31.0,1,5,3,12.0,6,
2012,57.0,0,2,3,12.0,3,
2012,30.0,1,5,3,20.0,7,
2012,51.0,0,5,3,16.0,7,
2012,31.0,0,5,3,18.0,7,
2012,49.0,1,5,3,14.0,7,
2012,19.0,0,5,3,12.0,8,
2012,48.0,1,5,3,12.0,7,
