,age,highest_grade,religious,spiritual,party,death_penalty,court_harsh,bar,relatives,income_distribution,tv,spanking,standard_of_living,immigration,gun,tax_approp,affirmative_action,divorce_ease,numb_children,birth_control
4821,34.0,11.0,2.0,3.0,5.0,0.0,0.0,0.0,5.0,,3.0,1.0,,2.0,1.0,1.0,3.0,0.0,4.0,
4822,83.0,16.0,3.0,2.0,4.0,0.0,2.0,0.0,4.0,,3.0,1.0,,2.0,0.0,1.0,1.0,2.0,3.0,
4823,38.0,12.0,0.0,1.0,2.0,1.0,0.0,,,4.0,,,3.0,,1.0,2.0,,,,
4824,19.0,11.0,1.0,1.0,3.0,1.0,2.0,,,1.0,,,2.0,,0.0,1.0,,,,
4825,53.0,12.0,2.0,1.0,6.0,1.0,0.0,,,1.0,,,4.0,,0.0,2.0,,,,
4826,83.0,0.0,2.0,2.0,,1.0,,,,,,,3.0,,0.0,,,,,
4827,55.0,5.0,1.0,2.0,6.0,0.0,2.0,0.0,1.0,,1.0,2.0,,,0.0,,3.0,2.0,4.0,2.0
4828,30.0,6.0,2.0,2.0,4.0,0.0,2.0,,,4.0,,,3.0,,0.0,1.0,,,,
4829,26.0,4.0,1.0,2.0,4.0,1.0,0.0,,,1.0,,,4.0,,0.0,1.0,,,,
4830,22.0,11.0,3.0,1.0,3.0,1.0,0.0,0.0,5.0,2.0,3.0,1.0,4.0,2.0,,,0.0,0.0,3.0,0.0
4831,26.0,12.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,,2.0,,0.0,2.0,,,,
4832,54.0,12.0,1.0,1.0,3.0,1.0,0.0,,,6.0,,,3.0,,0.0,2.0,,,,
4833,59.0,18.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,3.0,2.0,0.0,,,0.0,2.0,2.0,3.0
4834,81.0,10.0,1.0,0.0,5.0,1.0,0.0,,,1.0,,,3.0,,1.0,1.0,,,,
4835,30.0,18.0,0.0,3.0,4.0,0.0,0.0,3.0,2.0,,0.0,2.0,,2.0,0.0,1.0,0.0,0.0,2.0,2.0
4836,27.0,14.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,,0.0,2.0,,0.0,1.0,2.0,1.0,1.0,,0.0
4837,57.0,14.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,2.0,0.0,,,0.0,1.0,4.0,3.0
4838,24.0,16.0,0.0,0.0,4.0,1.0,1.0,,,6.0,,,3.0,,1.0,1.0,,,,
4839,37.0,20.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,,1.0,3.0,,0.0,0.0,2.0,0.0,2.0,2.0,3.0
4840,49.0,12.0,1.0,1.0,3.0,1.0,,3.0,5.0,,1.0,2.0,,1.0,1.0,2.0,0.0,2.0,2.0,2.0
4841,51.0,13.0,3.0,3.0,2.0,1.0,1.0,0.0,5.0,,3.0,2.0,,3.0,1.0,2.0,0.0,2.0,,1.0
4842,57.0,14.0,0.0,0.0,5.0,1.0,0.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,,,0.0,2.0,3.0,1.0
4843,23.0,16.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,,,0.0,2.0,3.0,2.0
4844,31.0,14.0,2.0,1.0,5.0,0.0,2.0,5.0,4.0,7.0,2.0,2.0,4.0,1.0,,,1.0,2.0,2.0,2.0
4845,38.0,12.0,2.0,3.0,6.0,1.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,,,0.0,0.0,3.0,2.0
4846,19.0,11.0,0.0,1.0,1.0,0.0,2.0,,,5.0,,,3.0,,1.0,1.0,,,,
4847,27.0,14.0,1.0,1.0,4.0,0.0,1.0,6.0,1.0,6.0,0.0,1.0,0.0,4.0,,,0.0,1.0,1.0,3.0
4848,22.0,15.0,0.0,0.0,4.0,0.0,1.0,4.0,2.0,,1.0,1.0,,2.0,0.0,1.0,1.0,1.0,,3.0
4849,42.0,8.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,,,2.0,,1.0,0.0,2.0,1.0,2.0,2.0,
4850,25.0,17.0,0.0,1.0,5.0,0.0,1.0,,,1.0,,,1.0,,0.0,2.0,,,,
4851,24.0,17.0,0.0,2.0,6.0,0.0,0.0,6.0,0.0,,0.0,2.0,,1.0,0.0,2.0,1.0,2.0,3.0,
4852,51.0,16.0,1.0,1.0,3.0,,1.0,3.0,3.0,,1.0,2.0,,2.0,0.0,2.0,0.0,1.0,,
4853,31.0,14.0,0.0,3.0,6.0,1.0,2.0,,,2.0,,,4.0,,0.0,1.0,,,,
4854,23.0,12.0,0.0,1.0,3.0,1.0,0.0,,,7.0,,,4.0,,0.0,2.0,,,,
4855,40.0,12.0,0.0,0.0,6.0,1.0,1.0,2.0,3.0,,2.0,2.0,,0.0,1.0,2.0,0.0,2.0,2.0,
4856,46.0,17.0,0.0,2.0,4.0,0.0,1.0,,,7.0,,,4.0,,0.0,2.0,,,,
4857,79.0,11.0,1.0,0.0,5.0,1.0,1.0,,,7.0,,,4.0,,1.0,,,,,
4858,34.0,16.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,,,1.0,,,
4859,61.0,12.0,2.0,3.0,6.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,2.0,,,0.0,1.0,2.0,
4860,74.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,4.0,0.0,,,0.0,2.0,2.0,
4861,53.0,15.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,2.0,1.0,,,0.0,2.0,2.0,
4862,23.0,12.0,2.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,,3.0,1.0,0.0,,,1.0,0.0,,
4863,86.0,20.0,3.0,3.0,3.0,1.0,0.0,4.0,3.0,,3.0,2.0,,0.0,0.0,2.0,0.0,2.0,2.0,
4864,65.0,12.0,2.0,2.0,6.0,1.0,0.0,,,4.0,,,2.0,,0.0,1.0,,,,
4865,67.0,16.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,,8.0,1.0,,2.0,0.0,1.0,0.0,2.0,2.0,
4866,37.0,13.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,,,1.0,1.0,3.0,
4867,49.0,11.0,3.0,2.0,3.0,1.0,2.0,0.0,4.0,4.0,6.0,3.0,3.0,2.0,,,0.0,0.0,3.0,
4868,37.0,12.0,2.0,2.0,0.0,1.0,1.0,,,7.0,,,2.0,,0.0,1.0,,,,
4869,55.0,12.0,2.0,2.0,3.0,1.0,0.0,,,7.0,,,1.0,,1.0,2.0,,,,
4870,23.0,16.0,3.0,2.0,0.0,1.0,1.0,,,3.0,,,2.0,,1.0,1.0,,,,
4871,61.0,10.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,7.0,1.0,2.0,3.0,0.0,,,0.0,1.0,2.0,
4872,82.0,14.0,1.0,,1.0,1.0,0.0,0.0,5.0,7.0,1.0,2.0,,2.0,,,0.0,2.0,2.0,1.0
4873,82.0,18.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,,1.0,2.0,,0.0,0.0,1.0,0.0,2.0,2.0,1.0
4874,84.0,12.0,1.0,1.0,5.0,1.0,0.0,0.0,4.0,6.0,2.0,2.0,3.0,2.0,,,2.0,2.0,4.0,1.0
4875,48.0,12.0,3.0,3.0,0.0,1.0,2.0,0.0,4.0,6.0,,2.0,2.0,0.0,,,3.0,2.0,3.0,3.0
4876,48.0,14.0,3.0,3.0,6.0,0.0,1.0,,,1.0,,,4.0,,0.0,2.0,,,,
4877,45.0,14.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,2.0,,0.0
4878,33.0,12.0,1.0,3.0,1.0,0.0,0.0,3.0,4.0,,5.0,3.0,,1.0,1.0,2.0,0.0,2.0,2.0,0.0
4879,43.0,14.0,0.0,1.0,4.0,1.0,0.0,4.0,3.0,4.0,2.0,1.0,4.0,3.0,,,1.0,1.0,2.0,3.0
4880,58.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,7.0,1.0,3.0,2.0,1.0,,,0.0,2.0,,0.0
4881,53.0,16.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,7.0,1.0,2.0,4.0,1.0,,,0.0,2.0,,0.0
4882,65.0,14.0,2.0,1.0,0.0,1.0,0.0,,,7.0,,,3.0,,0.0,1.0,,,,
4883,45.0,16.0,1.0,1.0,4.0,1.0,0.0,,,3.0,,,2.0,,1.0,2.0,,,,
4884,69.0,12.0,2.0,0.0,3.0,0.0,0.0,1.0,5.0,4.0,4.0,1.0,4.0,0.0,,,0.0,2.0,4.0,1.0
4885,24.0,12.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,,,1.0,2.0,2.0,2.0
4886,82.0,12.0,3.0,2.0,3.0,1.0,0.0,,,7.0,,,4.0,,0.0,,,,,
4887,32.0,11.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,3.0,4.0,2.0,1.0,0.0,,,1.0,2.0,3.0,2.0
4888,53.0,13.0,1.0,1.0,5.0,,1.0,,,3.0,,,1.0,,0.0,2.0,,,,
4889,34.0,16.0,0.0,3.0,6.0,0.0,0.0,,,5.0,,,3.0,,0.0,1.0,,,,
4890,40.0,16.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,6.0,1.0,2.0,3.0,1.0,,,1.0,1.0,,1.0
4891,22.0,15.0,0.0,0.0,5.0,0.0,2.0,4.0,2.0,6.0,3.0,2.0,3.0,1.0,,,0.0,0.0,1.0,3.0
4892,31.0,15.0,1.0,2.0,1.0,1.0,0.0,,,7.0,,,1.0,,1.0,2.0,,,,
4893,50.0,18.0,2.0,2.0,5.0,0.0,0.0,,,4.0,,,4.0,,0.0,2.0,,,,
4894,44.0,16.0,0.0,2.0,5.0,1.0,1.0,,,3.0,,,2.0,,0.0,1.0,,,,
4895,38.0,10.0,0.0,2.0,0.0,0.0,0.0,,,5.0,,,2.0,,0.0,2.0,,,,
4896,68.0,17.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,,4.0,2.0,,2.0,0.0,2.0,1.0,2.0,3.0,1.0
4897,38.0,15.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0
4898,33.0,12.0,1.0,1.0,4.0,1.0,0.0,2.0,3.0,,4.0,3.0,,1.0,1.0,2.0,2.0,2.0,3.0,3.0
4899,42.0,16.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,4.0,2.0,,,0.0,2.0,3.0,0.0
4900,47.0,20.0,0.0,3.0,2.0,1.0,1.0,,,7.0,,,2.0,,1.0,2.0,,,,
4901,28.0,12.0,0.0,1.0,3.0,1.0,0.0,4.0,5.0,,2.0,3.0,,1.0,0.0,1.0,1.0,2.0,2.0,2.0
4902,26.0,12.0,3.0,3.0,3.0,1.0,0.0,,,1.0,,,2.0,,0.0,1.0,,,,
4903,47.0,10.0,0.0,0.0,3.0,1.0,0.0,,,6.0,,,3.0,,0.0,2.0,,,,
4904,30.0,18.0,0.0,3.0,3.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,0.0,,,0.0,,2.0,
4905,40.0,14.0,3.0,3.0,2.0,1.0,1.0,,,3.0,,,0.0,,0.0,1.0,,,,
4906,48.0,10.0,3.0,3.0,2.0,1.0,0.0,0.0,6.0,5.0,2.0,2.0,0.0,1.0,,,0.0,2.0,6.0,
4907,75.0,13.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0,2.0,2.0,2.0,,,0.0,1.0,1.0,
4908,48.0,18.0,2.0,2.0,4.0,0.0,1.0,,,1.0,,,2.0,,0.0,2.0,,,,
4909,45.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,,,2.0,0.0,3.0,
4910,23.0,4.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,,3.0,2.0,,1.0,0.0,0.0,0.0,0.0,2.0,
4911,28.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,4.0,,2.0,2.0,,2.0,0.0,1.0,0.0,2.0,2.0,
4912,50.0,9.0,2.0,2.0,6.0,1.0,1.0,,,1.0,,,3.0,,0.0,1.0,,,,
4913,27.0,13.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,4.0,1.0,3.0,3.0,3.0,,,1.0,0.0,3.0,
4914,24.0,11.0,1.0,0.0,5.0,0.0,2.0,,,1.0,,,0.0,,0.0,2.0,,,,
4915,33.0,10.0,2.0,3.0,1.0,1.0,0.0,,,5.0,,,3.0,,0.0,2.0,,,,
4916,44.0,13.0,2.0,2.0,6.0,1.0,1.0,0.0,6.0,2.0,2.0,2.0,3.0,2.0,,,0.0,2.0,3.0,
4917,34.0,11.0,0.0,2.0,6.0,1.0,0.0,2.0,6.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,4.0,
4918,57.0,14.0,2.0,2.0,5.0,1.0,1.0,0.0,6.0,,3.0,1.0,,1.0,0.0,2.0,0.0,1.0,2.0,
4919,33.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,,2.0,2.0,,1.0,1.0,2.0,0.0,0.0,2.0,
4920,40.0,6.0,3.0,3.0,3.0,1.0,2.0,3.0,6.0,,2.0,3.0,,4.0,1.0,2.0,,,3.0,
4921,70.0,12.0,3.0,3.0,5.0,0.0,1.0,0.0,3.0,,1.0,2.0,,2.0,0.0,2.0,0.0,2.0,3.0,
4922,34.0,12.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,,0.0,2.0,,1.0,0.0,2.0,3.0,0.0,4.0,
4923,22.0,14.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,4.0,0.0,2.0,2.0,0.0,,,0.0,1.0,2.0,
4924,46.0,12.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0,7.0,1.0,2.0,4.0,2.0,,,0.0,2.0,4.0,
4925,75.0,14.0,2.0,2.0,6.0,0.0,0.0,0.0,4.0,,6.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0,2.0
4926,81.0,10.0,2.0,2.0,6.0,0.0,,,,4.0,,,4.0,,0.0,1.0,,,,
4927,19.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,,2.0,2.0,,3.0,0.0,1.0,1.0,2.0,3.0,1.0
4928,57.0,14.0,2.0,2.0,1.0,1.0,1.0,,,6.0,,,1.0,,0.0,,,,,
4929,23.0,15.0,2.0,2.0,4.0,0.0,0.0,,,2.0,,,2.0,,1.0,1.0,,,,
4930,46.0,16.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,2.0,,,0.0,1.0,4.0,2.0
4931,40.0,17.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0,,1.0,2.0,,0.0,0.0,1.0,0.0,2.0,3.0,0.0
4932,52.0,14.0,1.0,1.0,0.0,0.0,2.0,,,1.0,,,4.0,,0.0,1.0,,,,
4933,31.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,6.0,5.0,1.0,2.0,0.0,,,,0.0,3.0,0.0
4934,72.0,14.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0,,,0.0,2.0,2.0,2.0
4935,36.0,12.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,,,1.0,0.0,2.0,3.0
4936,49.0,12.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,,,0.0,0.0,2.0,1.0
4937,42.0,16.0,1.0,3.0,6.0,1.0,0.0,5.0,1.0,1.0,0.0,3.0,4.0,3.0,,,0.0,0.0,7.0,3.0
4938,47.0,20.0,2.0,2.0,6.0,0.0,0.0,,,3.0,,,4.0,,0.0,1.0,,,,
4939,58.0,16.0,2.0,2.0,6.0,1.0,0.0,,,5.0,,,4.0,,0.0,2.0,,,,
4940,26.0,12.0,1.0,2.0,4.0,0.0,2.0,,,4.0,,,4.0,,0.0,1.0,,,,
4941,29.0,20.0,1.0,1.0,2.0,1.0,,2.0,2.0,,2.0,2.0,,2.0,0.0,1.0,0.0,1.0,2.0,0.0
4942,26.0,12.0,0.0,3.0,2.0,0.0,0.0,,,2.0,,,0.0,,0.0,2.0,,,,
4943,31.0,16.0,0.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,0.0,3.0,2.0,1.0,,,1.0,0.0,2.0,3.0
4944,31.0,13.0,3.0,3.0,5.0,0.0,0.0,4.0,6.0,,2.0,3.0,,0.0,0.0,2.0,2.0,0.0,2.0,
4945,29.0,15.0,1.0,1.0,5.0,0.0,1.0,5.0,6.0,7.0,6.0,2.0,1.0,2.0,,,0.0,1.0,2.0,
4946,55.0,12.0,3.0,2.0,5.0,1.0,2.0,0.0,3.0,1.0,8.0,1.0,4.0,1.0,,,,2.0,2.0,
4947,26.0,18.0,2.0,2.0,3.0,1.0,1.0,0.0,6.0,4.0,2.0,2.0,4.0,2.0,,,0.0,2.0,4.0,
4948,35.0,18.0,3.0,3.0,5.0,1.0,0.0,,,1.0,,,4.0,,0.0,2.0,,,,
4949,42.0,18.0,2.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,,,2.0,1.0,2.0,
4950,56.0,15.0,0.0,3.0,1.0,0.0,2.0,4.0,6.0,4.0,1.0,0.0,3.0,,,,1.0,,,
4951,54.0,18.0,2.0,2.0,6.0,0.0,1.0,,,2.0,,,2.0,,0.0,1.0,,,,
4952,59.0,12.0,1.0,1.0,2.0,1.0,0.0,,,5.0,,,2.0,,1.0,2.0,,,,
4953,28.0,16.0,0.0,2.0,4.0,0.0,1.0,,,4.0,,,3.0,,1.0,2.0,,,,
4954,80.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,,8.0,3.0,,2.0,0.0,1.0,0.0,1.0,4.0,
4955,26.0,12.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,,1.0,2.0,,0.0,0.0,2.0,0.0,0.0,2.0,
4956,53.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,,,0.0,2.0,2.0,
4957,51.0,14.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,,1.0,2.0,,0.0,1.0,1.0,1.0,0.0,3.0,
4958,52.0,14.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,2.0,2.0,,0.0,0.0,2.0,0.0,0.0,2.0,
4959,75.0,16.0,3.0,3.0,2.0,0.0,1.0,,,3.0,,,2.0,,0.0,1.0,,,,
4960,44.0,12.0,1.0,1.0,1.0,,1.0,,,3.0,,,3.0,,0.0,2.0,,,,
4961,46.0,16.0,0.0,2.0,4.0,0.0,1.0,,,2.0,,,2.0,,0.0,2.0,,,,
4962,20.0,13.0,2.0,2.0,1.0,1.0,2.0,,,5.0,,,3.0,,1.0,2.0,,,,
4963,30.0,17.0,1.0,3.0,4.0,1.0,0.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,,,1.0,2.0,4.0,2.0
4964,57.0,15.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,5.0,2.0,4.0,0.0,,,0.0,0.0,2.0,2.0
4965,56.0,16.0,0.0,3.0,4.0,1.0,,3.0,3.0,7.0,0.0,0.0,4.0,2.0,,,0.0,2.0,2.0,3.0
4966,57.0,16.0,2.0,2.0,5.0,0.0,0.0,,,1.0,,,4.0,,0.0,2.0,,,,
4967,21.0,11.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,0.0,3.0,1.0,,,3.0,2.0,3.0,2.0
4968,62.0,12.0,2.0,2.0,5.0,1.0,0.0,3.0,3.0,,1.0,2.0,,1.0,0.0,2.0,0.0,0.0,2.0,1.0
4969,81.0,16.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,,,0.0,2.0,3.0,0.0
4970,52.0,12.0,0.0,0.0,3.0,1.0,0.0,,,5.0,,,3.0,,1.0,1.0,,,,
4971,81.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,2.0,3.0,,2.0,1.0,1.0,0.0,2.0,3.0,0.0
4972,51.0,16.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,,3.0,2.0,,0.0,1.0,1.0,0.0,2.0,2.0,1.0
4973,52.0,13.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,1.0,,,1.0,2.0,2.0,2.0
4974,75.0,16.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,2.0,3.0,,,3.0,1.0,,0.0
4975,52.0,12.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0,4.0,0.0,,,0.0,2.0,2.0,3.0
4976,28.0,12.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,,,2.0,1.0,1.0,2.0
4977,40.0,10.0,2.0,1.0,1.0,1.0,0.0,5.0,5.0,,4.0,1.0,,1.0,0.0,2.0,1.0,1.0,,
4978,61.0,14.0,1.0,1.0,0.0,0.0,0.0,,,4.0,,,3.0,,1.0,1.0,,,,
4979,57.0,14.0,1.0,3.0,,0.0,2.0,2.0,3.0,,2.0,1.0,,4.0,0.0,1.0,1.0,1.0,3.0,
4980,60.0,8.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,,8.0,2.0,,0.0,1.0,2.0,0.0,0.0,2.0,
4981,24.0,12.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,1.0,0.0,1.0,,
4982,50.0,12.0,0.0,1.0,2.0,1.0,0.0,,,6.0,,,1.0,,0.0,2.0,,,,
4983,89.0,17.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,,3.0,1.0,,3.0,0.0,1.0,2.0,1.0,2.0,
4984,28.0,16.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,,,1.0,1.0,2.0,
4985,49.0,16.0,0.0,3.0,5.0,0.0,0.0,2.0,5.0,3.0,1.0,0.0,1.0,2.0,,,1.0,2.0,2.0,
4986,61.0,16.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,
4987,69.0,12.0,1.0,0.0,6.0,1.0,0.0,6.0,1.0,,4.0,3.0,,0.0,1.0,2.0,0.0,1.0,2.0,
4988,49.0,12.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,,,0.0,2.0,4.0,
4989,79.0,12.0,2.0,0.0,4.0,1.0,,0.0,2.0,,2.0,2.0,,0.0,1.0,1.0,1.0,2.0,2.0,
4990,37.0,12.0,3.0,3.0,1.0,1.0,0.0,,,1.0,,,2.0,,1.0,2.0,,,,
4991,82.0,12.0,2.0,0.0,6.0,1.0,1.0,,,4.0,,,4.0,,0.0,1.0,,,,
4992,53.0,12.0,2.0,2.0,3.0,1.0,0.0,,,4.0,,,1.0,,1.0,2.0,,,,
4993,85.0,12.0,2.0,,1.0,,0.0,0.0,5.0,,4.0,1.0,,2.0,0.0,1.0,,,,
4994,44.0,14.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,3.0,1.0,,,1.0,,3.0,
4995,67.0,13.0,3.0,3.0,0.0,,1.0,,,5.0,,,3.0,,0.0,,,,,
4996,63.0,19.0,2.0,3.0,0.0,1.0,1.0,3.0,5.0,3.0,1.0,0.0,2.0,0.0,,,0.0,,2.0,
4997,56.0,16.0,2.0,3.0,0.0,1.0,1.0,5.0,3.0,6.0,2.0,2.0,4.0,2.0,,,0.0,1.0,3.0,0.0
4998,62.0,12.0,3.0,3.0,6.0,,,0.0,1.0,2.0,5.0,2.0,1.0,0.0,,,0.0,2.0,2.0,0.0
4999,47.0,19.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,5.0,4.0,2.0,3.0,3.0,,,0.0,2.0,2.0,0.0
5000,60.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,,,1.0,1.0,3.0,0.0
5001,25.0,16.0,0.0,1.0,4.0,1.0,0.0,4.0,5.0,,2.0,3.0,,2.0,0.0,1.0,0.0,1.0,3.0,3.0
5002,60.0,13.0,3.0,3.0,6.0,0.0,0.0,0.0,4.0,1.0,6.0,2.0,4.0,0.0,,,1.0,1.0,3.0,3.0
5003,59.0,20.0,3.0,0.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,,,1.0,1.0,,3.0
5004,49.0,18.0,2.0,2.0,3.0,1.0,,,,7.0,,,4.0,,0.0,1.0,,,,
5005,23.0,16.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,,2.0,2.0,,1.0,0.0,2.0,0.0,1.0,2.0,1.0
5006,42.0,17.0,2.0,2.0,2.0,1.0,1.0,,,3.0,,,4.0,,0.0,2.0,,,,
5007,24.0,16.0,2.0,3.0,1.0,1.0,0.0,,,3.0,,,2.0,,0.0,2.0,,,,
5008,22.0,16.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,,2.0,2.0,,2.0,0.0,0.0,1.0,2.0,2.0,3.0
5009,24.0,14.0,0.0,1.0,1.0,1.0,0.0,,,5.0,,,3.0,,1.0,2.0,,,,
5010,31.0,17.0,0.0,1.0,5.0,1.0,1.0,,,6.0,,,2.0,,0.0,1.0,,,,
5011,27.0,13.0,0.0,1.0,,1.0,1.0,5.0,4.0,,3.0,3.0,,2.0,0.0,1.0,0.0,0.0,2.0,2.0
5012,29.0,19.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0,,2.0,3.0,,1.0,0.0,2.0,1.0,2.0,3.0,1.0
5013,38.0,20.0,0.0,3.0,5.0,0.0,1.0,3.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,2.0,2.0,3.0
5014,26.0,16.0,1.0,2.0,5.0,0.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,,,0.0,1.0,,2.0
5015,66.0,12.0,1.0,2.0,0.0,1.0,1.0,,,5.0,,,3.0,,1.0,1.0,,,,
5016,51.0,12.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,,2.0,2.0,,0.0,1.0,2.0,0.0,2.0,2.0,0.0
5017,70.0,12.0,3.0,2.0,1.0,1.0,,,,1.0,,,3.0,,1.0,,,,,
5018,58.0,14.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,,5.0,0.0,,0.0,1.0,,0.0,0.0,3.0,
5019,39.0,14.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,2.0,3.0,0.0,,,1.0,2.0,2.0,
5020,78.0,13.0,2.0,2.0,5.0,1.0,0.0,,,4.0,,,4.0,,1.0,2.0,,,,
5021,50.0,17.0,2.0,2.0,5.0,0.0,0.0,,,5.0,,,1.0,,0.0,2.0,,,,
5022,70.0,14.0,3.0,3.0,3.0,,0.0,0.0,6.0,1.0,2.0,3.0,3.0,1.0,,,0.0,2.0,2.0,
5023,36.0,18.0,2.0,3.0,6.0,1.0,0.0,0.0,3.0,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,3.0,
5024,50.0,16.0,3.0,3.0,6.0,0.0,1.0,,,2.0,,,2.0,,1.0,2.0,,,,
5025,64.0,14.0,2.0,2.0,0.0,1.0,0.0,6.0,6.0,,4.0,2.0,,2.0,1.0,2.0,0.0,0.0,0.0,
