Age [Demographic Core],Sex,Race,region,Highest Grade Completed [Demographic],Employment Status
57,1,5,2,12,7
37,1,1,2,17,7
37,1,2,2,12,7
49,1,2,2,12,2
63,1,2,2,12,7
22,1,2,2,9,1
45,1,2,2,15,7
82,0,2,2,18,3
59,0,4,2,16,3
41,1,4,2,13,2
47,0,4,2,13,7
29,0,5,2,10,1
52,1,5,2,13,7
24,0,5,2,13,7
72,0,2,2,13,3
52,0,4,2,14,7
54,1,5,2,19,7
61,0,4,2,17,7
37,0,5,2,16,1
65,0,5,2,16,7
33,0,5,2,16,7
64,0,5,2,12,7
52,1,2,2,16,1
71,0,5,2,12,3
65,0,2,2,12,7
19,0,2,2,11,1
60,1,2,2,16,3
60,1,5,2,12,2
25,0,2,2,12,7
51,1,5,2,12,7
66,0,4,2,12,3
68,1,5,2,12,3
52,1,5,2,12,7
37,0,5,2,19,7
87,0,5,2,16,3
26,1,5,2,16,4
76,0,5,2,18,3
52,1,5,2,16,7
68,1,1,2,16,7
53,0,5,1,12,7
60,0,5,1,5,1
30,1,5,1,12,7
82,1,5,1,12,3
34,0,5,1,12,7
65,0,5,1,12,2
57,1,5,7,14,7
73,1,5,7,12,3
41,1,5,7,16,7
44,1,5,7,16,7
74,1,5,7,20,3
19,1,5,7,12,8
69,1,5,7,15,8
62,1,5,7,14,7
28,0,5,7,15,1
44,1,5,7,18,7
66,0,5,7,16,1
84,1,5,7,8,3
29,0,5,7,14,4
87,1,5,7,12,3
75,1,5,7,9,3
47,0,5,7,14,6
86,0,5,7,12,1
55,1,5,7,12,8
76,0,5,7,13,1
84,0,5,7,16,3
80,0,5,7,14,1
63,1,5,7,13,3
42,0,5,7,18,7
59,0,5,7,19,3
55,0,5,7,16,7
44,0,5,7,20,1
50,0,5,7,16,7
47,1,5,3,20,7
51,1,5,3,17,7
50,0,5,3,9,7
70,1,5,3,15,3
30,1,5,3,17,7
25,0,5,1,14,4
25,1,5,1,16,4
54,0,2,1,12,6
68,0,5,1,15,3
47,1,5,1,12,7
88,0,5,1,17,2
77,1,5,1,20,8
28,0,5,1,16,7
58,1,5,1,10,6
60,0,5,1,6,7
62,1,5,1,12,3
38,0,5,1,15,8
25,0,2,1,12,1
34,0,2,1,15,7
89,1,5,1,10,3
36,1,5,1,10,6
53,0,5,1,14,7
46,1,2,1,12,7
69,0,5,1,8,7
63,0,5,1,12,2
19,0,5,1,12,8
26,0,3,1,12,7
42,0,5,1,14,7
52,0,5,1,14,7
31,1,2,1,14,6
46,0,5,1,20,8
18,1,1,1,11,4
26,0,5,1,13,1
40,0,5,1,15,7
33,1,5,1,12,7
57,1,5,1,14,2
20,0,2,1,14,4
42,0,4,1,20,7
41,1,5,1,16,7
73,0,5,1,11,3
21,1,5,1,13,4
21,0,5,1,14,4
21,1,5,1,13,4
68,0,5,1,20,3
46,0,5,1,18,7
53,1,5,1,10,7
28,1,5,1,12,7
34,1,5,1,15,7
68,0,5,1,12,3
43,1,3,1,11,8
59,1,5,1,13,7
57,0,5,1,14,7
24,0,5,1,10,1
40,0,5,1,12,8
59,1,4,1,14,7
64,1,5,1,15,3
55,1,4,1,12,7
35,1,2,1,12,7
33,1,5,1,15,4
83,1,5,1,13,3
48,0,5,1,18,6
68,0,5,1,17,3
60,1,5,1,12,7
24,1,5,1,12,8
77,1,5,1,12,3
46,0,5,1,14,4
86,1,5,1,12,3
34,0,5,1,12,1
45,1,5,1,15,3
81,1,5,1,8,3
45,1,5,1,16,7
42,1,5,1,14,7
43,1,5,1,12,7
47,1,5,1,14,7
33,0,3,1,9,7
30,1,5,1,12,7
32,1,3,1,12,7
89,1,5,1,8,3
25,1,1,1,12,7
62,1,5,1,12,1
35,1,5,1,12,7
62,1,5,1,12,2
61,1,5,1,16,7
28,0,5,1,17,5
85,0,5,8,15,3
44,1,5,8,16,7
28,1,5,8,16,7
47,1,5,8,12,7
51,1,5,8,17,7
53,0,5,8,12,7
41,0,5,8,12,7
39,1,5,8,16,7
42,1,5,8,13,7
49,1,3,8,13,6
50,0,5,8,12,7
54,1,5,8,12,8
43,0,5,8,12,7
22,0,5,8,15,7
37,0,3,8,12,7
37,0,5,8,16,7
41,1,5,8,12,2
30,1,5,8,19,7
55,0,3,8,14,7
27,0,5,8,12,7
65,1,5,8,13,7
65,1,5,8,12,7
70,0,5,8,11,3
27,1,5,8,16,7
33,1,5,8,17,7
37,1,5,8,19,7
23,0,5,8,16,7
64,1,5,8,16,8
29,1,5,8,18,7
43,0,5,8,16,7
64,0,5,8,16,3
76,1,3,8,15,3
47,1,4,8,16,7
21,0,5,8,14,8
36,1,5,8,12,7
39,0,5,8,16,7
30,1,5,8,17,7
58,1,4,8,7,2
47,1,5,8,12,7
34,1,5,8,17,7
58,0,2,8,10,3
64,1,5,8,10,3
30,1,5,8,11,7
52,0,5,8,12,7
72,1,5,8,12,3
51,1,5,8,14,7
39,1,4,8,20,7
49,0,5,9,12,7
22,0,2,9,15,8
51,1,2,9,9,2
33,1,2,9,12,7
69,0,2,9,19,3
48,0,1,9,20,7
28,0,5,9,14,7
55,0,5,9,12,8
45,0,5,9,14,7
51,1,5,9,16,7
55,0,2,9,12,7
39,1,2,9,11,1
53,0,2,9,14,7
67,1,5,9,12,3
37,0,2,9,11,7
20,0,5,9,13,4
23,1,5,9,17,7
59,1,5,9,8,2
26,1,4,9,8,6
81,0,5,9,12,7
67,1,5,9,12,3
53,0,5,9,15,7
39,0,5,9,13,7
38,1,3,9,12,7
89,0,5,9,13,3
53,0,5,9,10,7
60,0,6,9,1,7
22,0,5,9,14,7
49,1,2,9,12,8
33,0,5,9,12,1
33,1,3,9,15,7
77,0,3,9,3,1
34,0,3,9,11,8
55,0,3,9,8,8
29,0,3,9,13,8
51,1,2,9,17,7
79,0,3,9,2,3
20,0,3,9,13,7
24,1,5,9,14,4
26,1,3,9,13,7
45,1,3,9,12,7
44,1,3,9,15,7
55,1,5,9,16,7
20,0,4,4,14,8
37,1,2,4,14,4
32,0,2,4,14,7
58,1,5,4,18,7
43,0,4,4,12,2
57,1,3,4,18,7
74,0,4,4,16,3
67,1,6,4,18,3
27,1,3,4,19,7
55,0,5,4,14,6
45,1,3,4,12,7
21,0,3,4,14,7
28,1,3,4,14,7
47,1,5,4,19,7
25,0,5,4,14,7
71,1,3,4,18,3
46,0,4,4,14,7
26,0,3,4,13,7
71,1,5,4,18,3
65,0,5,4,13,7
35,1,3,4,14,7
62,1,5,4,12,3
88,0,5,4,13,3
37,1,5,4,17,7
46,0,5,4,17,1
55,0,5,4,20,7
48,0,4,4,20,7
36,0,5,4,14,1
25,1,4,4,12,7
37,1,1,4,18,7
59,0,5,4,8,7
61,0,5,4,20,7
61,1,5,4,14,1
25,0,5,4,15,8
63,1,5,4,18,8
54,0,5,4,12,7
39,1,3,4,9,7
28,0,3,4,12,1
29,0,5,4,12,1
31,0,3,4,11,7
34,0,5,6,19,8
37,0,3,6,6,1
46,0,3,6,2,1
30,0,3,6,16,1
75,0,5,6,12,3
55,1,3,6,5,7
48,1,5,6,19,7
82,1,5,6,14,3
53,1,5,6,11,3
32,0,3,6,6,1
32,0,3,6,13,1
31,0,5,6,12,7
25,0,1,6,13,7
44,0,3,6,11,8
54,1,5,6,7,3
30,0,3,6,15,1
76,1,5,6,12,3
48,1,6,6,16,6
33,1,3,6,6,7
26,1,3,6,15,7
26,1,1,6,12,4
18,0,3,6,11,1
61,1,5,6,12,3
57,1,5,6,11,2
36,0,5,6,18,7
33,1,4,6,11,5
50,0,1,6,4,8
65,0,5,6,14,1
50,0,5,6,11,1
48,0,3,6,3,1
80,1,3,6,12,3
80,0,5,6,12,3
70,0,5,6,12,8
69,0,4,6,14,7
47,1,4,6,16,7
68,1,5,6,14,8
67,0,5,6,16,3
62,0,5,6,14,6
58,0,4,6,12,3
35,1,4,6,17,7
36,0,3,6,12,8
86,1,3,6,12,7
63,0,5,6,14,7
22,1,5,6,14,8
23,0,5,6,15,4
19,0,5,6,13,4
51,0,5,6,18,8
82,1,5,6,8,3
27,1,4,6,15,4
68,1,5,6,12,3
38,1,5,6,13,7
65,0,5,6,20,4
72,1,5,6,12,3
80,1,5,6,9,3
34,0,5,6,12,7
56,1,4,6,13,6
57,0,1,6,12,6
61,1,5,6,16,7
53,1,4,6,10,1
79,1,5,6,12,3
46,0,5,6,8,8
45,0,5,6,15,1
50,0,5,6,8,1
63,1,5,6,12,7
38,0,5,6,13,7
51,0,2,6,14,4
62,0,5,6,17,7
47,1,5,6,12,1
29,0,5,6,11,7
37,0,5,6,14,6
39,1,5,6,14,7
46,0,5,6,20,7
55,1,5,6,14,7
27,1,5,6,12,7
45,0,4,6,10,2
71,0,5,6,12,3
74,0,3,6,8,3
18,0,5,6,11,4
67,0,5,6,13,3
49,1,5,6,14,7
74,1,5,6,12,8
67,1,3,6,2,7
35,0,3,6,7,1
36,1,3,6,12,7
58,0,3,6,12,7
21,0,3,6,13,7
21,1,5,6,11,8
43,0,5,6,17,7
41,1,3,6,4,7
44,1,3,6,1,7
51,0,5,4,12,2
22,1,5,4,12,6
18,1,5,4,11,8
73,0,4,4,8,8
38,0,4,4,12,1
87,1,5,4,12,3
39,0,2,4,13,7
74,0,3,4,12,3
31,0,5,4,14,7
37,1,5,4,15,7
31,0,5,4,14,8
24,1,4,4,13,7
32,1,5,4,19,7
50,1,5,4,18,7
20,0,5,4,11,4
71,0,5,4,14,3
88,0,5,4,16,3
24,0,5,4,14,1
56,0,4,4,14,6
56,1,5,4,18,7
48,1,5,4,14,7
59,1,5,4,12,7
82,0,4,9,9,3
65,0,5,9,14,5
79,0,4,9,14,3
49,1,5,9,12,7
36,0,5,9,12,7
55,1,2,9,20,7
59,1,4,9,12,3
52,0,5,9,18,8
74,0,4,9,20,3
33,1,5,9,16,7
44,1,5,9,16,7
32,0,5,9,14,8
39,0,5,9,20,1
39,0,2,9,16,7
54,0,5,9,19,1
71,0,5,9,17,3
35,0,2,9,13,7
38,1,4,9,12,7
52,0,4,9,13,7
89,0,4,9,12,3
46,1,5,9,13,7
37,0,5,9,13,5
55,0,5,9,8,1
73,1,5,9,12,3
41,1,5,9,12,7
51,0,5,9,12,6
65,1,5,9,12,3
58,1,5,9,12,2
71,0,4,9,10,3
32,0,5,9,14,7
43,0,2,9,14,7
28,0,5,9,8,1
46,0,5,9,11,7
49,0,3,9,4,7
75,0,5,9,12,8
54,0,2,9,13,7
52,0,2,9,10,8
21,1,5,9,14,8
32,1,3,9,17,7
54,0,5,9,14,1
63,1,5,9,11,7
53,1,5,9,12,7
62,0,5,9,9,1
61,0,5,9,6,7
75,0,5,9,12,3
65,1,5,9,14,8
70,0,5,9,13,3
78,1,5,9,10,3
35,0,5,9,12,1
70,1,5,9,15,3
32,0,5,9,13,1
78,1,5,9,12,3
86,0,5,9,12,3
59,1,4,9,12,7
27,1,5,9,11,1
60,1,5,9,12,7
23,0,5,9,12,7
61,1,5,9,12,7
65,1,5,9,12,3
51,1,5,9,12,7
38,1,5,8,14,7
39,1,3,8,16,7
25,0,3,8,12,5
33,1,5,8,12,7
30,1,5,8,16,7
30,1,1,8,12,8
36,1,4,8,16,7
35,1,5,8,12,8
23,0,4,8,12,7
27,1,4,8,17,7
75,1,5,8,8,3
31,0,5,8,16,7
71,1,5,8,12,3
80,0,5,8,9,1
37,1,5,8,13,7
44,1,5,8,16,7
33,0,5,8,16,1
45,0,1,8,12,1
26,0,5,8,17,7
36,1,5,8,13,7
86,1,5,8,8,3
72,0,5,8,12,7
36,0,4,8,14,1
64,1,5,8,8,8
49,0,4,8,13,1
87,0,5,8,12,3
52,0,3,8,4,1
24,0,4,8,13,6
61,1,5,8,12,7
32,0,4,8,13,1
42,1,5,8,12,7
89,0,5,8,8,3
59,0,5,8,12,8
73,1,5,8,8,8
48,1,5,8,12,7
21,0,5,8,11,1
26,0,5,8,12,8
74,0,5,8,12,8
68,1,5,8,12,2
69,0,5,1,16,1
56,1,5,1,12,7
60,1,5,1,17,7
54,0,5,1,12,8
34,0,5,1,12,7
61,0,5,1,16,7
79,1,5,1,19,8
78,0,5,1,12,1
33,0,5,1,14,4
39,1,5,1,12,7
36,1,4,1,14,8
32,0,5,1,15,4
74,0,5,1,12,8
61,0,5,1,11,7
29,1,5,1,18,7
32,1,5,1,17,7
32,0,5,1,11,6
29,0,4,1,12,1
46,0,5,1,20,7
28,0,5,1,13,7
47,1,5,1,17,7
26,1,5,1,13,7
79,0,5,1,12,3
39,0,5,1,16,7
57,0,5,1,15,8
49,1,5,1,12,2
82,0,5,1,16,1
55,1,5,1,12,7
51,1,5,1,12,8
73,1,5,1,12,3
78,1,5,1,16,8
60,0,5,1,20,3
62,1,5,1,14,7
65,0,5,1,14,3
44,0,4,7,10,1
20,0,4,7,11,1
62,0,4,7,11,3
55,1,5,7,17,7
71,1,5,7,18,3
71,1,5,7,12,3
33,0,5,7,16,7
56,0,5,7,10,1
44,0,5,7,14,7
51,0,5,1,14,6
64,1,5,1,7,2
76,1,5,1,12,3
54,1,5,1,12,7
56,0,5,1,14,7
89,1,5,1,12,3
36,0,5,1,12,8
87,0,5,1,18,3
44,0,5,1,12,7
26,1,5,1,12,7
25,0,5,1,16,5
47,0,2,2,13,5
74,0,5,2,4,1
28,0,2,2,19,7
54,0,2,2,10,3
66,0,2,2,16,7
66,1,2,2,6,3
31,0,5,2,12,8
44,1,3,2,11,8
45,1,5,2,12,7
51,1,5,2,12,1
61,1,2,2,12,2
23,1,2,2,13,7
33,1,5,2,14,6
77,1,5,2,3,3
28,1,5,2,15,7
55,0,2,2,12,1
56,1,5,2,12,7
29,1,3,2,6,7
19,0,5,7,12,4
61,0,5,7,12,7
31,1,3,7,4,8
25,0,6,7,8,7
68,1,5,7,10,3
56,1,5,7,16,7
52,0,2,7,13,6
39,0,2,7,12,7
57,0,2,7,9,2
65,0,2,7,12,3
24,0,5,7,14,4
43,0,2,7,11,7
23,1,5,7,12,7
57,0,2,7,9,8
39,0,2,7,11,1
21,0,2,7,11,6
67,0,5,7,3,3
66,0,5,7,12,8
41,0,2,7,12,7
48,0,5,7,12,7
41,0,5,7,16,7
61,1,2,7,11,6
34,0,2,7,14,1
56,1,5,7,12,7
47,1,5,7,12,7
44,0,5,7,11,8
30,1,5,7,13,6
73,1,5,7,11,3
81,0,5,7,7,1
70,0,5,7,17,3
33,1,5,7,12,7
21,0,5,7,14,8
39,1,5,7,12,7
65,1,5,7,16,3
34,1,5,7,17,7
73,0,5,7,10,3
32,0,5,7,16,7
44,0,5,7,15,5
66,1,5,7,14,3
31,0,4,7,12,7
21,1,2,7,11,6
50,1,5,7,12,7
49,0,2,7,12,7
71,1,5,5,11,7
53,1,5,5,12,6
58,0,5,5,16,7
40,1,5,5,20,8
45,0,5,5,16,7
62,0,5,5,14,7
28,0,5,5,16,7
74,1,5,5,14,3
60,1,5,5,12,7
42,1,5,5,16,7
36,0,5,5,20,7
63,1,5,5,16,3
71,1,5,5,12,3
50,1,3,5,14,8
23,0,5,5,14,7
65,0,5,5,19,7
60,1,5,5,8,3
69,0,5,5,9,1
78,1,5,5,9,3
25,0,4,4,11,1
61,0,4,4,16,7
53,0,4,4,13,6
48,1,3,4,13,7
37,0,4,4,12,7
22,1,4,4,12,1
